,GeoName,ComponentName,IndustryClassification,Description,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
11432,Colorado,Compensation of employees,...,State and local,15256.0,15911.0,16617.0,17176.0,18388.0,19098.0,19298.0,19252.0,19567.0,20446.0,0.0
11434,Colorado,Compensation of employees,"42, 44-45",Trade,13654.0,14286.0,14985.0,16000.0,16256.0,15154.0,15241.0,15796.0,16574.0,17263.0,0.0
11435,Colorado,Compensation of employees,...,Transportation and utilities,4208.0,4241.0,4697.0,4660.0,4701.0,4533.0,4554.0,4695.0,5045.0,5310.0,0.0
11441,Connecticut,Compensation of employees,111-112,Farms,152.0,122.0,136.0,160.0,153.0,145.0,137.0,120.0,171.0,177.0,0.0
11442,Connecticut,Compensation of employees,113-115,"Forestry, fishing, and related activities",19.0,17.0,24.0,24.0,22.0,24.0,22.0,22.0,23.0,24.0,0.0
11444,Connecticut,Compensation of employees,211,Oil and gas extraction,,,,,,,,0.0,0.0,0.0,0.0
11445,Connecticut,Compensation of employees,212,"Mining, except oil and gas",48.0,48.0,53.0,51.0,55.0,47.0,43.0,39.0,40.0,39.0,0.0
11446,Connecticut,Compensation of employees,213,Support activities for mining,,,,,,,,6.0,5.0,5.0,0.0
11447,Connecticut,Compensation of employees,22,Utilities,1123.0,1009.0,895.0,950.0,1008.0,966.0,905.0,951.0,860.0,910.0,0.0
11448,Connecticut,Compensation of employees,23,Construction,4086.0,4214.0,4350.0,4702.0,4655.0,3930.0,3659.0,3733.0,3800.0,3977.0,0.0
11451,Connecticut,Compensation of employees,321,Wood products manufacturing,91.0,99.0,96.0,95.0,89.0,65.0,,,,,0.0
11452,Connecticut,Compensation of employees,327,Nonmetallic mineral products manufacturing,162.0,177.0,179.0,201.0,194.0,161.0,147.0,148.0,154.0,155.0,0.0
11453,Connecticut,Compensation of employees,331,Primary metals manufacturing,303.0,312.0,315.0,306.0,313.0,246.0,262.0,282.0,311.0,296.0,0.0
11454,Connecticut,Compensation of employees,332,Fabricated metal products,2046.0,2132.0,2231.0,2310.0,2299.0,2018.0,2013.0,2153.0,2282.0,2389.0,0.0
11455,Connecticut,Compensation of employees,333,Machinery manufacturing,1511.0,1525.0,1531.0,1633.0,1618.0,1463.0,1431.0,1452.0,1445.0,1410.0,0.0
11456,Connecticut,Compensation of employees,334,Computer and electronic products manufacturing,1151.0,1148.0,1149.0,1162.0,1202.0,1113.0,1124.0,1158.0,1167.0,1154.0,0.0
11457,Connecticut,Compensation of employees,335,"Electrical equipment, appliance, and components manufacturing",1049.0,1012.0,1021.0,1126.0,1187.0,1164.0,1138.0,1207.0,1271.0,1383.0,0.0
11458,Connecticut,Compensation of employees,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",,,,,,,,,,,0.0
11459,Connecticut,Compensation of employees,"3364-3366, 3369",Other transportation equipment manufacturing,,,,,,,4578.0,4670.0,4775.0,4883.0,0.0
11460,Connecticut,Compensation of employees,337,Furniture and related products manufacturing,170.0,173.0,185.0,190.0,185.0,146.0,146.0,140.0,140.0,143.0,0.0
11461,Connecticut,Compensation of employees,339,Miscellaneous manufacturing,838.0,877.0,866.0,873.0,895.0,867.0,845.0,911.0,928.0,928.0,0.0
11463,Connecticut,Compensation of employees,311-312,Food and beverage and tobacco products manufacturing,467.0,480.0,493.0,484.0,415.0,420.0,451.0,434.0,451.0,469.0,0.0
11464,Connecticut,Compensation of employees,313-314,Textile mills and textile product mills,103.0,102.0,102.0,111.0,113.0,93.0,97.0,102.0,108.0,110.0,0.0
11465,Connecticut,Compensation of employees,315-316,Apparel and leather and allied products manufacturing,,75.0,46.0,78.0,61.0,28.0,29.0,42.0,45.0,53.0,0.0
11466,Connecticut,Compensation of employees,322,Paper products manufacturing,425.0,399.0,379.0,364.0,355.0,293.0,292.0,294.0,292.0,296.0,0.0
11467,Connecticut,Compensation of employees,323,Printing and related support activities,480.0,480.0,491.0,487.0,464.0,385.0,376.0,373.0,361.0,346.0,0.0
11468,Connecticut,Compensation of employees,324,Petroleum and coal products manufacturing,,35.0,39.0,38.0,38.0,39.0,37.0,33.0,33.0,35.0,0.0
11469,Connecticut,Compensation of employees,325,Chemical products manufacturing,2090.0,2130.0,2199.0,2308.0,2146.0,1953.0,1968.0,2110.0,1957.0,1960.0,0.0
11470,Connecticut,Compensation of employees,326,Plastics and rubber products manufacturing,423.0,435.0,433.0,438.0,430.0,352.0,372.0,393.0,397.0,403.0,0.0
11471,Connecticut,Compensation of employees,42,Wholesale trade,5158.0,5622.0,6043.0,6262.0,6396.0,5964.0,5920.0,6151.0,6260.0,6305.0,0.0
11472,Connecticut,Compensation of employees,44-45,Retail trade,6728.0,6836.0,6933.0,7085.0,7036.0,6714.0,6722.0,6897.0,6991.0,7134.0,0.0
11474,Connecticut,Compensation of employees,481,Air transportation,132.0,137.0,147.0,173.0,173.0,158.0,141.0,144.0,133.0,106.0,0.0
11475,Connecticut,Compensation of employees,482,Rail transportation,,,,,,,,,,,0.0
11476,Connecticut,Compensation of employees,483,Water transportation,97.0,89.0,95.0,237.0,123.0,112.0,113.0,134.0,151.0,125.0,0.0
11477,Connecticut,Compensation of employees,484,Truck transportation,373.0,392.0,400.0,415.0,409.0,366.0,369.0,412.0,421.0,433.0,0.0
11478,Connecticut,Compensation of employees,485,Transit and ground passenger transportation,393.0,408.0,430.0,445.0,472.0,474.0,493.0,523.0,558.0,587.0,0.0
11479,Connecticut,Compensation of employees,486,Pipeline transportation,19.0,18.0,18.0,19.0,21.0,22.0,26.0,27.0,27.0,25.0,0.0
11480,Connecticut,Compensation of employees,"487-488, 492",Other transportation and support activities,,,,,,,,,,,0.0
11481,Connecticut,Compensation of employees,493,Warehousing and storage,376.0,431.0,433.0,472.0,455.0,466.0,461.0,455.0,459.0,455.0,0.0
11483,Connecticut,Compensation of employees,511,"Publishing industries, except Internet (includes software)",916.0,918.0,910.0,992.0,1001.0,892.0,823.0,840.0,842.0,1119.0,0.0
11484,Connecticut,Compensation of employees,512,Motion picture and sound recording industries,89.0,85.0,88.0,188.0,199.0,244.0,261.0,266.0,305.0,413.0,0.0
11485,Connecticut,Compensation of employees,"515, 517",Broadcasting and telecommunications,1587.0,1632.0,1634.0,1721.0,1711.0,1634.0,1587.0,1622.0,1681.0,1776.0,0.0
11486,Connecticut,Compensation of employees,"518, 519","Data processing, internet publishing, and other information services",424.0,421.0,446.0,376.0,334.0,343.0,348.0,339.0,337.0,266.0,0.0
11489,Connecticut,Compensation of employees,521-522,"Federal Reserve banks, credit intermediation, and related services",,,,,,,,,,,0.0
11490,Connecticut,Compensation of employees,523,"Securities, commodity contracts, and investments",6495.0,7539.0,8612.0,9513.0,9369.0,7678.0,9106.0,9669.0,9115.0,8298.0,0.0
11492,Connecticut,Compensation of employees,525,"Funds, trusts, and other financial vehicles",,,,,,,,,,,0.0
11494,Connecticut,Compensation of employees,531,Real estate,780.0,847.0,868.0,952.0,956.0,909.0,942.0,977.0,1083.0,1065.0,0.0
11495,Connecticut,Compensation of employees,532-533,Rental and leasing services and lessors of intangible assets,322.0,331.0,377.0,394.0,355.0,319.0,319.0,358.0,364.0,380.0,0.0
11498,Connecticut,Compensation of employees,5411,Legal services,1123.0,1154.0,1193.0,1244.0,1266.0,1204.0,1175.0,1179.0,1219.0,1241.0,0.0
11499,Connecticut,Compensation of employees,5415,Computer systems design and related services,1909.0,2045.0,2192.0,2454.0,2521.0,2356.0,2482.0,2694.0,2818.0,2903.0,0.0
11500,Connecticut,Compensation of employees,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",4494.0,4723.0,5049.0,5315.0,5523.0,5238.0,5214.0,5366.0,5530.0,5639.0,0.0
11501,Connecticut,Compensation of employees,55,Management of companies and enterprises,3737.0,3813.0,4243.0,4874.0,4543.0,4376.0,4475.0,4602.0,5441.0,5680.0,0.0
11503,Connecticut,Compensation of employees,561,Administrative and support services,2809.0,3008.0,3198.0,3513.0,3573.0,3229.0,3360.0,3593.0,3773.0,3780.0,0.0
11504,Connecticut,Compensation of employees,562,Waste management and remediation services,322.0,339.0,362.0,377.0,382.0,358.0,454.0,376.0,379.0,392.0,0.0
11506,Connecticut,Compensation of employees,61,Educational services,2556.0,2593.0,2779.0,2990.0,3233.0,3535.0,3646.0,3807.0,4082.0,4235.0,0.0
11508,Connecticut,Compensation of employees,621,Ambulatory health care services,4551.0,4716.0,4930.0,5163.0,5478.0,5677.0,5865.0,6019.0,6283.0,6545.0,0.0
11509,Connecticut,Compensation of employees,622-623,Hospitals and nursing and residential care facilities,5824.0,6062.0,6358.0,6730.0,7272.0,7588.0,7647.0,7884.0,8008.0,8086.0,0.0
11510,Connecticut,Compensation of employees,624,Social assistance,987.0,1080.0,1146.0,1234.0,1334.0,1390.0,1423.0,1409.0,1517.0,1612.0,0.0
11513,Connecticut,Compensation of employees,711-712,"Performing arts, spectator sports, museums, and related activities",300.0,303.0,325.0,291.0,292.0,299.0,277.0,285.0,288.0,297.0,0.0
11514,Connecticut,Compensation of employees,713,"Amusements, gambling, and recreation industries",506.0,517.0,525.0,548.0,566.0,553.0,558.0,568.0,602.0,637.0,0.0
11516,Connecticut,Compensation of employees,721,Accommodation,362.0,371.0,382.0,401.0,423.0,375.0,369.0,398.0,421.0,428.0,0.0
11517,Connecticut,Compensation of employees,722,Food services and drinking places,1939.0,1987.0,2068.0,2205.0,2230.0,2208.0,2255.0,2355.0,2548.0,2625.0,0.0
11518,Connecticut,Compensation of employees,81,"Other services, except government",2787.0,2808.0,2938.0,3103.0,3182.0,3136.0,3037.0,3088.0,3201.0,3266.0,0.0
11519,Connecticut,Compensation of employees,92,Government,16740.0,17498.0,17725.0,18701.0,19610.0,19775.0,20019.0,20472.0,20257.0,20602.0,0.0
11520,Connecticut,Compensation of employees,...,Federal civilian,1531.0,1533.0,1559.0,1562.0,1692.0,1713.0,1795.0,1787.0,1775.0,1762.0,0.0
11521,Connecticut,Compensation of employees,...,Federal military,713.0,752.0,781.0,762.0,786.0,869.0,904.0,877.0,874.0,853.0,0.0
11522,Connecticut,Compensation of employees,...,State and local,14496.0,15213.0,15384.0,16377.0,17132.0,17193.0,17320.0,17808.0,17608.0,17988.0,0.0
11524,Connecticut,Compensation of employees,"42, 44-45",Trade,11886.0,12458.0,12976.0,13347.0,13433.0,12679.0,12642.0,13048.0,13251.0,13439.0,0.0
11525,Connecticut,Compensation of employees,...,Transportation and utilities,3206.0,3218.0,3175.0,3479.0,3487.0,3307.0,3218.0,3368.0,3352.0,3392.0,0.0
11531,Delaware,Compensation of employees,111-112,Farms,37.0,30.0,34.0,38.0,37.0,35.0,34.0,30.0,47.0,48.0,0.0
11532,Delaware,Compensation of employees,113-115,"Forestry, fishing, and related activities",8.0,7.0,9.0,9.0,,,,,,,0.0
11534,Delaware,Compensation of employees,211,Oil and gas extraction,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
11535,Delaware,Compensation of employees,212,"Mining, except oil and gas",,,,,,,,,,,0.0
11536,Delaware,Compensation of employees,213,Support activities for mining,,,,,,0.0,0.0,0.0,0.0,,0.0
11537,Delaware,Compensation of employees,22,Utilities,231.0,236.0,265.0,252.0,275.0,276.0,275.0,274.0,264.0,286.0,0.0
11538,Delaware,Compensation of employees,23,Construction,1349.0,,1682.0,1591.0,1527.0,1225.0,1201.0,1270.0,1194.0,1302.0,0.0
11541,Delaware,Compensation of employees,321,Wood products manufacturing,19.0,,20.0,19.0,19.0,15.0,14.0,,15.0,16.0,0.0
11542,Delaware,Compensation of employees,327,Nonmetallic mineral products manufacturing,54.0,51.0,56.0,54.0,48.0,31.0,37.0,36.0,32.0,28.0,0.0
11543,Delaware,Compensation of employees,331,Primary metals manufacturing,42.0,41.0,49.0,57.0,64.0,46.0,45.0,55.0,56.0,52.0,0.0
11544,Delaware,Compensation of employees,332,Fabricated metal products,99.0,98.0,109.0,90.0,99.0,99.0,98.0,103.0,105.0,104.0,0.0
11545,Delaware,Compensation of employees,333,Machinery manufacturing,27.0,27.0,25.0,45.0,43.0,37.0,38.0,42.0,46.0,41.0,0.0
11546,Delaware,Compensation of employees,334,Computer and electronic products manufacturing,248.0,257.0,278.0,356.0,308.0,294.0,332.0,340.0,328.0,316.0,0.0
11547,Delaware,Compensation of employees,335,"Electrical equipment, appliance, and components manufacturing",49.0,52.0,62.0,78.0,80.0,66.0,71.0,77.0,78.0,82.0,0.0
11548,Delaware,Compensation of employees,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",,,,,,,,17.0,7.0,6.0,0.0
11549,Delaware,Compensation of employees,"3364-3366, 3369",Other transportation equipment manufacturing,,,,,,,,,40.0,71.0,0.0
11550,Delaware,Compensation of employees,337,Furniture and related products manufacturing,44.0,43.0,45.0,44.0,42.0,37.0,36.0,37.0,37.0,39.0,0.0
11551,Delaware,Compensation of employees,339,Miscellaneous manufacturing,69.0,72.0,75.0,78.0,81.0,74.0,79.0,81.0,85.0,55.0,0.0
11553,Delaware,Compensation of employees,311-312,Food and beverage and tobacco products manufacturing,,,,,,381.0,393.0,376.0,406.0,411.0,0.0
11554,Delaware,Compensation of employees,313-314,Textile mills and textile product mills,56.0,65.0,,,,,,,,,0.0
11555,Delaware,Compensation of employees,315-316,Apparel and leather and allied products manufacturing,,6.0,,,6.0,,,,,,0.0
11556,Delaware,Compensation of employees,322,Paper products manufacturing,85.0,70.0,65.0,83.0,,66.0,65.0,62.0,63.0,57.0,0.0
11557,Delaware,Compensation of employees,323,Printing and related support activities,36.0,36.0,38.0,39.0,39.0,37.0,38.0,39.0,39.0,37.0,0.0
11558,Delaware,Compensation of employees,324,Petroleum and coal products manufacturing,96.0,,,,,,78.0,85.0,107.0,106.0,0.0
11559,Delaware,Compensation of employees,325,Chemical products manufacturing,488.0,460.0,452.0,463.0,446.0,385.0,376.0,295.0,298.0,296.0,0.0
11560,Delaware,Compensation of employees,326,Plastics and rubber products manufacturing,92.0,105.0,103.0,104.0,101.0,90.0,95.0,109.0,117.0,120.0,0.0
11561,Delaware,Compensation of employees,42,Wholesale trade,1066.0,1106.0,1273.0,1213.0,1187.0,1106.0,1109.0,1201.0,1184.0,1124.0,0.0
11562,Delaware,Compensation of employees,44-45,Retail trade,1558.0,1627.0,1702.0,1752.0,1696.0,1578.0,1584.0,1647.0,1646.0,1698.0,0.0
11564,Delaware,Compensation of employees,481,Air transportation,22.0,21.0,19.0,16.0,16.0,15.0,16.0,16.0,15.0,16.0,0.0
11565,Delaware,Compensation of employees,482,Rail transportation,81.0,84.0,87.0,88.0,102.0,107.0,,,,,0.0
11566,Delaware,Compensation of employees,483,Water transportation,,,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0
11567,Delaware,Compensation of employees,484,Truck transportation,152.0,140.0,142.0,148.0,141.0,127.0,122.0,129.0,138.0,142.0,0.0
11568,Delaware,Compensation of employees,485,Transit and ground passenger transportation,36.0,37.0,39.0,43.0,44.0,43.0,47.0,48.0,50.0,51.0,0.0
11569,Delaware,Compensation of employees,486,Pipeline transportation,,,,,,,,,,,0.0
11570,Delaware,Compensation of employees,"487-488, 492",Other transportation and support activities,130.0,138.0,,,,,,160.0,177.0,184.0,0.0
11571,Delaware,Compensation of employees,493,Warehousing and storage,93.0,99.0,107.0,110.0,106.0,111.0,108.0,107.0,122.0,166.0,0.0
11573,Delaware,Compensation of employees,511,"Publishing industries, except Internet (includes software)",77.0,82.0,88.0,93.0,89.0,73.0,69.0,75.0,77.0,81.0,0.0
11574,Delaware,Compensation of employees,512,Motion picture and sound recording industries,10.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,10.0,10.0,0.0
11575,Delaware,Compensation of employees,"515, 517",Broadcasting and telecommunications,196.0,206.0,218.0,242.0,258.0,272.0,246.0,234.0,228.0,215.0,0.0
11576,Delaware,Compensation of employees,"518, 519","Data processing, internet publishing, and other information services",145.0,144.0,145.0,131.0,120.0,104.0,96.0,98.0,97.0,92.0,0.0
11579,Delaware,Compensation of employees,521-522,"Federal Reserve banks, credit intermediation, and related services",2377.0,2881.0,2819.0,2529.0,,,,,2415.0,,0.0
11580,Delaware,Compensation of employees,523,"Securities, commodity contracts, and investments",404.0,530.0,579.0,605.0,595.0,566.0,655.0,777.0,818.0,871.0,0.0
11582,Delaware,Compensation of employees,525,"Funds, trusts, and other financial vehicles",5.0,4.0,3.0,2.0,,,,,2.0,,0.0
11584,Delaware,Compensation of employees,531,Real estate,213.0,223.0,228.0,244.0,234.0,223.0,216.0,213.0,214.0,222.0,0.0
11585,Delaware,Compensation of employees,532-533,Rental and leasing services and lessors of intangible assets,76.0,72.0,72.0,76.0,80.0,69.0,66.0,68.0,69.0,68.0,0.0
11588,Delaware,Compensation of employees,5411,Legal services,475.0,520.0,555.0,599.0,618.0,623.0,623.0,672.0,832.0,683.0,0.0
11589,Delaware,Compensation of employees,5415,Computer systems design and related services,409.0,252.0,279.0,287.0,304.0,309.0,322.0,371.0,417.0,452.0,0.0
11590,Delaware,Compensation of employees,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",1299.0,1345.0,1353.0,1421.0,1516.0,1391.0,1431.0,1708.0,1858.0,2027.0,0.0
11591,Delaware,Compensation of employees,55,Management of companies and enterprises,1070.0,1050.0,1208.0,1170.0,1195.0,1074.0,1223.0,1215.0,1150.0,1003.0,0.0
11593,Delaware,Compensation of employees,561,Administrative and support services,636.0,721.0,804.0,834.0,828.0,749.0,762.0,816.0,832.0,903.0,0.0
11594,Delaware,Compensation of employees,562,Waste management and remediation services,31.0,48.0,54.0,59.0,65.0,62.0,84.0,71.0,74.0,76.0,0.0
11596,Delaware,Compensation of employees,61,Educational services,229.0,240.0,266.0,274.0,283.0,299.0,297.0,299.0,321.0,325.0,0.0
11598,Delaware,Compensation of employees,621,Ambulatory health care services,935.0,1002.0,1092.0,1142.0,1220.0,1249.0,1272.0,1350.0,1378.0,1378.0,0.0
11599,Delaware,Compensation of employees,622-623,Hospitals and nursing and residential care facilities,1111.0,1219.0,1315.0,1463.0,1599.0,1695.0,1727.0,1858.0,1973.0,2071.0,0.0
11600,Delaware,Compensation of employees,624,Social assistance,183.0,195.0,209.0,221.0,236.0,236.0,257.0,261.0,276.0,309.0,0.0
11603,Delaware,Compensation of employees,711-712,"Performing arts, spectator sports, museums, and related activities",65.0,59.0,62.0,58.0,60.0,69.0,64.0,73.0,66.0,64.0,0.0
11604,Delaware,Compensation of employees,713,"Amusements, gambling, and recreation industries",182.0,187.0,198.0,208.0,210.0,203.0,234.0,259.0,253.0,242.0,0.0
11606,Delaware,Compensation of employees,721,Accommodation,76.0,76.0,78.0,80.0,82.0,72.0,76.0,91.0,93.0,91.0,0.0
11607,Delaware,Compensation of employees,722,Food services and drinking places,552.0,578.0,614.0,651.0,661.0,638.0,658.0,656.0,692.0,710.0,0.0
